Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10000001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
389	0.290619	3750	-0.544364	-301.428791
390	0.289430	3750	-0.535666	-301.964456
391	0.288243	3750	-0.525076	-302.489532
392	0.287059	3750	-0.538347	-303.027879
393	0.285879	3750	-0.528926	-303.556805
394	0.284701	3750	-0.529719	-304.086523
395	0.283526	3750	-0.531766	-304.618290
396	0.282354	3750	-0.525513	-305.143803
397	0.281184	3750	-0.520060	-305.663863
398	0.280018	3750	-0.528512	-306.192375
399	0.278855	3750	-0.525011	-306.717386
400	0.277694	3750	-0.506586	-307.223971
401	0.276537	3750	-0.520187	-307.744159
402	0.275382	3750	-0.521389	-308.265548
403	0.274230	3750	-0.519890	-308.785437
404	0.273082	3750	-0.525239	-309.310676
405	0.271936	3750	-0.520253	-309.830929
406	0.270793	3750	-0.509453	-310.340382
407	0.269652	3750	-0.524235	-310.864617
408	0.268515	3750	-0.513188	-311.377805
409	0.267381	3750	-0.505768	-311.883574
410	0.266249	3750	-0.517075	-312.400649
411	0.265121	3750	-0.491407	-312.892055
412	0.263995	3750	-0.508730	-313.400785
413	0.262872	3750	-0.505412	-313.906197
414	0.261752	3750	-0.510705	-314.416902
415	0.260635	3750	-0.511741	-314.928643
416	0.259520	3750	-0.511094	-315.439737
417	0.258409	3750	-0.505157	-315.944894
418	0.257300	3750	-0.492022	-316.436916
419	0.256195	3750	-0.493420	-316.930336
420	0.255092	3750	-0.498644	-317.428980
421	0.253992	3750	-0.497160	-317.926140
422	0.252895	3750	-0.497675	-318.423815
423	0.251800	3750	-0.485637	-318.909451
424	0.250709	3750	-0.496550	-319.406001
425	0.249620	3750	-0.500411	-319.906412
426	0.248534	3750	-0.497705	-320.404116
427	0.247451	3750	-0.496605	-320.900722
428	0.246371	3750	-0.485231	-321.385953
429	0.245294	3750	-0.490645	-321.876598
430	0.244220	3750	-0.484549	-322.361147
431	0.243148	3750	-0.485877	-322.847023
432	0.242079	3750	-0.486237	-323.333260
433	0.241013	3750	-0.496367	-323.829628
434	0.239950	3750	-0.476046	-324.305674
435	0.238890	3750	-0.471369	-324.777043
436	0.237832	3750	-0.481127	-325.258170
437	0.236778	3750	-0.483419	-325.741589
438	0.235726	3750	-0.483859	-326.225448
439	0.234677	3750	-0.480986	-326.706434
440	0.233630	3750	-0.484257	-327.190691
441	0.232587	3750	-0.472760	-327.663451
442	0.231546	3750	-0.466922	-328.130373
443	0.230509	3750	-0.469528	-328.599902
444	0.229473	3750	-0.467826	-329.067727
445	0.228441	3750	-0.467560	-329.535287
446	0.227412	3750	-0.474200	-330.009487
447	0.226385	3750	-0.468600	-330.478087
448	0.225361	3750	-0.469165	-330.947252
449	0.224340	3750	-0.462692	-331.409943
450	0.223322	3750	-0.466098	-331.876041
451	0.222306	3750	-0.470363	-332.346405
452	0.221293	3750	-0.463898	-332.810303
453	0.220283	3750	-0.457200	-333.267502
454	0.219276	3750	-0.456367	-333.723869
455	0.218272	3750	-0.467618	-334.191487
456	0.217270	3750	-0.458940	-334.650427
457	0.216271	3750	-0.453390	-335.103817
458	0.215275	3750	-0.456611	-335.560428
459	0.214281	3750	-0.457950	-336.018378
460	0.213291	3750	-0.449568	-336.467946
461	0.212303	3750	-0.457759	-336.925705
462	0.211318	3750	-0.453624	-337.379329
463	0.210335	3750	-0.453332	-337.832661
464	0.209356	3750	-0.449462	-338.282123
465	0.208379	3750	-0.441225	-338.723348
466	0.207404	3750	-0.441124	-339.164472
467	0.206433	3750	-0.442168	-339.606640
468	0.205464	3750	-0.443315	-340.049955
469	0.204498	3750	-0.443325	-340.493281
470	0.203535	3750	-0.437210	-340.930491
471	0.202575	3750	-0.447421	-341.377912
472	0.201617	3750	-0.436407	-341.814318
473	0.200662	3750	-0.439164	-342.253482
474	0.199709	3750	-0.440637	-342.694119
475	0.198760	3750	-0.432203	-343.126322
476	0.197813	3750	-0.435701	-343.562023
477	0.196869	3750	-0.434384	-343.996407
478	0.195927	3750	-0.437590	-344.433997
479	0.194988	3750	-0.437395	-344.871392
480	0.194052	3750	-0.422487	-345.293879
481	0.193119	3750	-0.429524	-345.723403
482	0.192188	3750	-0.429842	-346.153245
483	0.191260	3750	-0.421588	-346.574833
484	0.190335	3750	-0.428652	-347.003486
485	0.189412	3750	-0.434464	-347.437950
486	0.188492	3750	-0.424242	-347.862192
487	0.187575	3750	-0.420812	-348.283003
488	0.186660	3750	-0.423030	-348.706034
489	0.185749	3750	-0.418469	-349.124503
490	0.184839	3750	-0.404089	-349.528591
491	0.183933	3750	-0.414045	-349.942636
492	0.183029	3750	-0.421092	-350.363728
493	0.182128	3750	-0.406655	-350.770383
494	0.181229	3750	-0.407209	-351.177592
495	0.180333	3750	-0.421600	-351.599191
496	0.179440	3750	-0.414958	-352.014150
497	0.178550	3750	-0.406364	-352.420514
498	0.177662	3750	-0.411578	-352.832093
499	0.176777	3750	-0.411827	-353.243920
500	0.175894	3750	-0.410591	-353.654511
501	0.175014	3750	-0.401648	-354.056159
502	0.174137	3750	-0.405251	-354.461410
503	0.173262	3750	-0.407677	-354.869087
504	0.172390	3750	-0.405196	-355.274283
505	0.171521	3750	-0.406239	-355.680522
506	0.170654	3750	-0.397652	-356.078174
507	0.169790	3750	-0.395319	-356.473493
508	0.168929	3750	-0.401158	-356.874651
509	0.168070	3750	-0.398643	-357.273294
510	0.167214	3750	-0.385929	-357.659223
511	0.166360	3750	-0.397014	-358.056237
512	0.165509	3750	-0.387527	-358.443764
513	0.164661	3750	-0.384181	-358.827945
514	0.163815	3750	-0.389897	-359.217842
515	0.162972	3750	-0.398723	-359.616565
516	0.162132	3750	-0.384819	-360.001384
517	0.161294	3750	-0.388293	-360.389677
518	0.160458	3750	-0.393419	-360.783096
519	0.159626	3750	-0.375049	-361.158145
520	0.158796	3750	-0.381944	-361.540089
521	0.157968	3750	-0.386300	-361.926389
522	0.157143	3750	-0.382411	-362.308800
523	0.156321	3750	-0.376306	-362.685106
524	0.155501	3750	-0.381065	-363.066171
525	0.154684	3750	-0.382919	-363.449089
526	0.153870	3750	-0.369076	-363.818165
527	0.153058	3750	-0.378500	-364.196665
528	0.152248	3750	-0.372248	-364.568913
529	0.151441	3750	-0.371989	-364.940902
530	0.150637	3750	-0.373915	-365.314817
531	0.149835	3750	-0.371760	-365.686577
532	0.149036	3750	-0.377213	-366.063790
533	0.148240	3750	-0.376727	-366.440517
534	0.147446	3750	-0.367422	-366.807939
535	0.146654	3750	-0.369227	-367.177166
536	0.145865	3750	-0.369384	-367.546549
537	0.145079	3750	-0.372820	-367.919369
538	0.144295	3750	-0.370026	-368.289395
539	0.143514	3750	-0.370169	-368.659564
540	0.142735	3750	-0.366145	-369.025709
541	0.141959	3750	-0.368161	-369.393871
542	0.141186	3750	-0.359543	-369.753413
543	0.140415	3750	-0.361214	-370.114627
544	0.139646	3750	-0.361548	-370.476175
545	0.138880	3750	-0.364328	-370.840503
546	0.138116	3750	-0.352683	-371.193185
547	0.137356	3750	-0.352967	-371.546152
548	0.136597	3750	-0.354126	-371.900277
549	0.135841	3750	-0.357293	-372.257571
550	0.135088	3750	-0.360169	-372.617740
551	0.134337	3750	-0.346678	-372.964417
552	0.133588	3750	-0.355033	-373.319450
553	0.132843	3750	-0.354449	-373.673900
554	0.132099	3750	-0.347098	-374.020997
555	0.131358	3750	-0.349078	-374.370075
556	0.130620	3750	-0.345042	-374.715117
557	0.129884	3750	-0.342521	-375.057638
558	0.129151	3750	-0.342195	-375.399833
559	0.128420	3750	-0.339635	-375.739469
560	0.127691	3750	-0.343810	-376.083278
561	0.126965	3750	-0.341069	-376.424347
562	0.126242	3750	-0.343811	-376.768158
563	0.125521	3750	-0.334904	-377.103063
564	0.124802	3750	-0.330598	-377.433661
565	0.124086	3750	-0.339217	-377.772878
566	0.123373	3750	-0.324924	-378.097802
567	0.122662	3750	-0.334825	-378.432628
568	0.121953	3750	-0.333369	-378.765997
569	0.121247	3750	-0.333266	-379.099263
570	0.120543	3750	-0.330982	-379.430245
571	0.119842	3750	-0.333851	-379.764096
572	0.119143	3750	-0.322735	-380.086831
573	0.118447	3750	-0.330016	-380.416847
574	0.117753	3750	-0.324705	-380.741552
575	0.117062	3750	-0.317457	-381.059009
576	0.116373	3750	-0.325676	-381.384685
577	0.115686	3750	-0.319547	-381.704232
578	0.115002	3750	-0.316028	-382.020260
579	0.114320	3750	-0.321721	-382.341980
580	0.113641	3750	-0.317078	-382.659059
581	0.112964	3750	-0.317423	-382.976482
582	0.112290	3750	-0.314407	-383.290889
583	0.111618	3750	-0.318520	-383.609409
584	0.110948	3750	-0.320125	-383.929534
585	0.110281	3750	-0.317503	-384.247037
586	0.109616	3750	-0.309607	-384.556644
587	0.108954	3750	-0.310855	-384.867499
588	0.108294	3750	-0.308198	-385.175698
589	0.107637	3750	-0.316321	-385.492018
590	0.106981	3750	-0.309495	-385.801514
591	0.106329	3750	-0.306609	-386.108122
592	0.105678	3750	-0.303079	-386.411202
593	0.105030	3750	-0.303160	-386.714362
594	0.104385	3750	-0.300118	-387.014481
595	0.103742	3750	-0.301510	-387.315991
596	0.103101	3750	-0.296442	-387.612433
597	0.102463	3750	-0.303460	-387.915893
598	0.101827	3750	-0.294269	-388.210161
599	0.101193	3750	-0.301410	-388.511572
600	0.100562	3750	-0.300061	-388.811633
601	0.099933	3750	-0.301996	-389.113629
602	0.099306	3750	-0.294690	-389.408319
603	0.098682	3750	-0.297336	-389.705655
604	0.098060	3750	-0.295754	-390.001409
605	0.097441	3750	-0.292926	-390.294334
606	0.096824	3750	-0.291571	-390.585905
607	0.096209	3750	-0.291708	-390.877614
608	0.095596	3750	-0.287648	-391.165262
609	0.094986	3750	-0.286973	-391.452234
610	0.094379	3750	-0.294726	-391.746961
611	0.093773	3750	-0.283640	-392.030601
612	0.093170	3750	-0.281526	-392.312127
613	0.092570	3750	-0.285178	-392.597305
614	0.091971	3750	-0.285097	-392.882403
615	0.091375	3750	-0.283357	-393.165760
616	0.090781	3750	-0.280588	-393.446348
617	0.090190	3750	-0.282618	-393.728966
618	0.089601	3750	-0.281755	-394.010721
619	0.089014	3750	-0.275032	-394.285753
620	0.088430	3750	-0.280318	-394.566071
621	0.087848	3750	-0.278426	-394.844496
622	0.087268	3750	-0.275430	-395.119927
623	0.086690	3750	-0.271577	-395.391503
624	0.086115	3750	-0.270593	-395.662097
625	0.085542	3750	-0.271328	-395.933425
626	0.084971	3750	-0.269356	-396.202780
